,id,response,cand,question,knowledge,knowledge_ans,score
241,115,"yea i remember seeing it when it came out in 1997 , james cameron was inspired by shipwreck movies .",shipwreck movies,What was james cameron inspired by?,Cameron's inspiration for the film came from his fascination with shipwrecks; he felt a love story interspersed with the human loss would be essential to convey the emotional impact of the disaster.,his fascination with shipwrecks,0.0
242,116,its a team based online first person shooter game . you play as tracer and genji .,online first person shooter game,What type of game is it?,Overwatch is a team-based multiplayer online first-person shooter video game developed and published by Blizzard Entertainment.,first-person shooter video game,0.4444444444444445
243,116,its a team based online first person shooter game . you play as tracer and genji .,you,Who plays as tracer and genji?,Overwatch is a team-based multiplayer online first-person shooter video game developed and published by Blizzard Entertainment.,[CLS],0.0
244,116,its a team based online first person shooter game . you play as tracer and genji .,tracer,What is the name of the character in the game?,Overwatch is a team-based multiplayer online first-person shooter video game developed and published by Blizzard Entertainment.,[CLS],0.0
245,116,its a team based online first person shooter game . you play as tracer and genji .,genji,"Along with tracer, what character is in the game?",Overwatch is a team-based multiplayer online first-person shooter video game developed and published by Blizzard Entertainment.,[CLS],0.0
246,117,sort of . overwatch can be played either as a team of six or as a hero .,six,How many players can be in a team?,"""Overwatch"" assigns players into two teams of six, with each player selecting from a roster of over 20 characters, known in-game as ""heroes"", each with a unique style of play, whose roles are divided into four general categories: Offense, Defense, Tank, and Support.",six,1.0
247,117,sort of . overwatch can be played either as a team of six or as a hero .,overwatch,What game can be played as a team of six or a hero?,"""Overwatch"" assigns players into two teams of six, with each player selecting from a roster of over 20 characters, known in-game as ""heroes"", each with a unique style of play, whose roles are divided into four general categories: Offense, Defense, Tank, and Support.","""overwatch""",1.0
248,117,sort of . overwatch can be played either as a team of six or as a hero .,a hero,Overwatch can be played as a team of six or as what?,"""Overwatch"" assigns players into two teams of six, with each player selecting from a roster of over 20 characters, known in-game as ""heroes"", each with a unique style of play, whose roles are divided into four general categories: Offense, Defense, Tank, and Support.",,0.0
249,118,"yes it can be very dangerous , especially for hydroelectric plants",hydroelectric plants,What type of plants can be particularly dangerous?,"It provides suitable conditions for many types of ecosystems, as well as water for hydroelectric power plants and crop irrigation.",[CLS],0.0
250,119,it is very popular in italy and copied from other countries,italy,It is very popular in what country?,"It offers an abundance of taste, and is one of the most popular and copied in the world.",[CLS],0.0
251,119,it is very popular in italy and copied from other countries,other countries,Where is it copied from?,"It offers an abundance of taste, and is one of the most popular and copied in the world.",[CLS],0.0
252,120,that makes sense . they were originally marketed to be affordable but now they are intended to be used for a single user .,they,What were originally marketed to be affordable but now are intended for a single user?,"They were marketed to consumers as affordable and accessible computers that, for the first time, were intended for the use of a single nontechnical user.",computers,0.0
253,121,"i ' m not sure who it was founded by , but it was started by richard maurice mcdonald .",richard maurice mcdonald,Who was it founded by?,"McDonald's is a fast food company that was founded in 1940 as a restaurant operated by Richard and Maurice McDonald, in San Bernardino, California, United States.",richard and maurice mcdonald,0.8571428571428571
254,122,you should avoid fats instead of carbs .,you,Who should avoid fats?,The diet forces the body to burn fats rather than carbohydrates.,[CLS],0.0
255,122,you should avoid fats instead of carbs .,fats,What are you supposed to avoid?,The diet forces the body to burn fats rather than carbohydrates.,carbohydrates,0.0
256,123,there are a lot of species that eat animals like carrion and lories .,species,There are a lot of what that eat animals?,"A few species sometimes eat animals and carrion, while the lories and lorikeets are specialised for feeding on floral nectar and soft fruits.",[CLS],0.0
257,123,there are a lot of species that eat animals like carrion and lories .,animals,Carrion and lories are examples of what type of food?,"A few species sometimes eat animals and carrion, while the lories and lorikeets are specialised for feeding on floral nectar and soft fruits.",[CLS],0.0
258,123,there are a lot of species that eat animals like carrion and lories .,carrion,"Along with lories, what is an example of an animal that eats?","A few species sometimes eat animals and carrion, while the lories and lorikeets are specialised for feeding on floral nectar and soft fruits.",lorikeets,0.0
259,123,there are a lot of species that eat animals like carrion and lories .,lories,"Along with carrion, what other species eats animals?","A few species sometimes eat animals and carrion, while the lories and lorikeets are specialised for feeding on floral nectar and soft fruits.",[CLS],0.0
260,124,i agree . i think their most popular song is jenny .,their most popular song,What song is jenny?,"Despite not being a single, ""Jenny Was a Friend of Mine"" is one of The Killers' most popular and critically acclaimed songs.","""jenny was a friend of mine""",0.0
261,125,that makes sense . honda is also the 8th largest auto manufacturer in japan .,8th,Where does honda rank as the largest auto manufacturer in japan?,"Honda was the eighth largest automobile manufacturer in the world behind Toyota, Volkswagen Group, Hyundai Motor Group, General Motors, Ford, Nissan, and Fiat Chrysler Automobiles in 2015.",[CLS],0.0
262,125,that makes sense . honda is also the 8th largest auto manufacturer in japan .,honda,What is the 8th largest auto manufacturer in japan?,"Honda was the eighth largest automobile manufacturer in the world behind Toyota, Volkswagen Group, Hyundai Motor Group, General Motors, Ford, Nissan, and Fiat Chrysler Automobiles in 2015.",[CLS],0.0
263,125,that makes sense . honda is also the 8th largest auto manufacturer in japan .,japan,Where is honda the 8th largest auto manufacturer?,"Honda was the eighth largest automobile manufacturer in the world behind Toyota, Volkswagen Group, Hyundai Motor Group, General Motors, Ford, Nissan, and Fiat Chrysler Automobiles in 2015.",the world,0.0
264,126,"yes , they do . they are headquartered in brazil , argentina , and brazil .",brazil,In what country are they headquartered?,"It has wholly owned operations in Argentina, Chile, Brazil, and Canada.",[CLS],0.0
265,126,"yes , they do . they are headquartered in brazil , argentina , and brazil .",argentina,"Along with brazil, what country is it headquartered in?","It has wholly owned operations in Argentina, Chile, Brazil, and Canada.",,0.0
266,127,"i ' m not sure if you ' ve ever seen the 1974 movie , the godfather , or the 2006 movie .",1974,When was the godfather released?,"The game is based on the 1974 film ""The Godfather Part II"", and is a sequel to the 2006 game ""The Godfather"", which was based on the 1972 film of the same name.",2006,0.0
267,127,"i ' m not sure if you ' ve ever seen the 1974 movie , the godfather , or the 2006 movie .",the 1974 movie,What was the godfather?,"The game is based on the 1974 film ""The Godfather Part II"", and is a sequel to the 2006 game ""The Godfather"", which was based on the 1972 film of the same name.",[CLS],0.0
268,127,"i ' m not sure if you ' ve ever seen the 1974 movie , the godfather , or the 2006 movie .",the godfather,What was the name of the 1974 movie?,"The game is based on the 1974 film ""The Godfather Part II"", and is a sequel to the 2006 game ""The Godfather"", which was based on the 1972 film of the same name.","""the godfather part ii"",",0.5
269,128,"interestingly , the philippines called themselves dentists",the philippines,Who called themselves dentists?,"Among the early Filipino to act as ""dental practitioners"" and ""curers of toothaches"" were barbers.",[CLS],0.0
270,129,not really . they range from 15 to 50 employees .,15 to 50,How many employees are there?,"Small businesses range from fifteen employees under the Australian ""Fair Work Act 2009"", fifty employees according to the definition used by the European Union, and fewer than five thousand employees, to qualify for many U.S. Small Business Administration programs.",fewer than five thousand employees,0.0
271,130,"well , back in the day , georgia was the first state to have a cotton plantation .",the day,Back in what era was georgia the first state to plant cotton?,The history of Georgia in the United States of America spans pre-Columbian time to the present-day U.S. state of Georgia.,[CLS],0.0
272,130,"well , back in the day , georgia was the first state to have a cotton plantation .",georgia,What state was the first to have a cotton plantation?,The history of Georgia in the United States of America spans pre-Columbian time to the present-day U.S. state of Georgia.,[CLS],0.0
273,130,"well , back in the day , georgia was the first state to have a cotton plantation .",a cotton plantation,What was georgia the first state to have?,The history of Georgia in the United States of America spans pre-Columbian time to the present-day U.S. state of Georgia.,[CLS],0.0
274,131,well historically the stars have been grouped together to form proper names,the stars,What have been grouped together to form proper names?,"Historically, the most prominent stars were grouped into constellations and asterisms, the brightest of which gained proper names.","[CLS] what have been grouped together to form proper names?[SEP] historically, the most prominent stars were grouped into constellations and asterisms",0.09523809523809523
275,131,well historically the stars have been grouped together to form proper names,proper names,What have the stars been grouped together to form?,"Historically, the most prominent stars were grouped into constellations and asterisms, the brightest of which gained proper names.",[CLS],0.0
276,132,most stars are invisible but most are visible from earth,most stars,What are invisible but most are visible from earth?,"Indeed, most are invisible from Earth even through the most powerful telescopes.","[CLS] what are invisible but most are visible from earth?[SEP] indeed, most are invisible from earth even through the most powerful telescopes",0.08695652173913042
277,132,most stars are invisible but most are visible from earth,earth,Most stars are visible from where?,"Indeed, most are invisible from Earth even through the most powerful telescopes.",[CLS],0.0
278,133,"she did an interview with elvis presley , and she said that she was on a tour of st . john ' s garden at four years old .",an interview,What did she do with elvis presley?,"In an interview she recounted her performance of Elvis Presley's ""Can't Help Falling in Love With You"" at age four while on a trip to St. Tropez to an audience at the Hotel Byblos.",[CLS],0.0
279,133,"she did an interview with elvis presley , and she said that she was on a tour of st . john ' s garden at four years old .",elvis presley,Who did she interview?,"In an interview she recounted her performance of Elvis Presley's ""Can't Help Falling in Love With You"" at age four while on a trip to St. Tropez to an audience at the Hotel Byblos.",[CLS],0.0
280,134,"yes , he is . he is writing a sixth novel called "" the winter ' s watch "" .",sixth,How many novels is he writing?,"He is still writing the sixth novel, ""The Winds of Winter"".",sixth,1.0
281,134,"yes , he is . he is writing a sixth novel called "" the winter ' s watch "" .",a sixth novel,What is'the winter's watch'?,"He is still writing the sixth novel, ""The Winds of Winter"".",[CLS],0.0
282,134,"yes , he is . he is writing a sixth novel called "" the winter ' s watch "" .",""" the winter ' s watch",What is the name of his sixth novel?,"He is still writing the sixth novel, ""The Winds of Winter"".","""the winds of winter"".",0.3333333333333333
283,135,their most famous song is called soad which is a heavy metal song,soad,What is the name of their most famous song?,"System of a Down, sometimes shortened to System and abbreviated as SOAD, is an heavy metal band from Glendale, California, formed in 1994.",[CLS],0.0
284,135,their most famous song is called soad which is a heavy metal song,a heavy metal song,What is soad?,"System of a Down, sometimes shortened to System and abbreviated as SOAD, is an heavy metal band from Glendale, California, formed in 1994.",,0.0
285,136,i like that the main character is played by scarlett scarlett .,the main character,Who is played by scarlett?,"The leading roles are played by Vivien Leigh (Scarlett), Clark Gable (Rhett), Leslie Howard (Ashley), and Olivia de Havilland (Melanie).",[CLS],0.0
286,136,i like that the main character is played by scarlett scarlett .,scarlett scarlett,Who plays the main character?,"The leading roles are played by Vivien Leigh (Scarlett), Clark Gable (Rhett), Leslie Howard (Ashley), and Olivia de Havilland (Melanie).",vivien leigh,0.0
287,137,"i ' m glad too . in the us , it ' s a lot harder to get a divorce than it is in other countries .",the us,Where is it harder to get a divorce than other countries?,"Divorce laws vary considerably around the world, but in most countries divorce requires the sanction of a court or other authority in a legal process, which may involve issues of alimony (spousal support), child custody, child visitation / access, parenting time, child support, distribution of property, and division of debt.",[CLS],0.0
288,137,"i ' m glad too . in the us , it ' s a lot harder to get a divorce than it is in other countries .",a divorce,"In the us, it's a lot harder to get what?","Divorce laws vary considerably around the world, but in most countries divorce requires the sanction of a court or other authority in a legal process, which may involve issues of alimony (spousal support), child custody, child visitation / access, parenting time, child support, distribution of property, and division of debt.",[CLS],0.0
289,138,do you know that protein and fat form milk ?,milk,What does protein and fat form?,"It comprises proteins and fat from milk, usually the milk of cows, buffalo, goats, or sheep.",[CLS],0.0
290,139,"yes , it is mostly sampling . it has also increased globally .",NO_Q,NO_Q,"Subsequently, in the new millennium, the popularity of EDM increased globally, including the United States.",NO_Q,-1.0
291,140,that is a good choice . the series is based on fantasy novels .,the series,What is based on fantasy novels?,Mistborn is a series of epic fantasy novels written by American author Brandon Sanderson and published by Tor Books.,[CLS],0.0
292,140,that is a good choice . the series is based on fantasy novels .,fantasy novels,What is the series based on?,Mistborn is a series of epic fantasy novels written by American author Brandon Sanderson and published by Tor Books.,[CLS],0.0
293,141,i am not sure but i do know that there are over 387 different languages on the show,387,How many different languages are there on American Idol?,", there have been 387 seasons of ""Big Brother"" in over 54 franchise countries and regions.","[CLS] how many different languages are there on american idol?[SEP] , there have been 387 seasons of ""big brother"" in over 54",0.09523809523809523
294,141,i am not sure but i do know that there are over 387 different languages on the show,the show,What show has over 387 different languages?,", there have been 387 seasons of ""Big Brother"" in over 54 franchise countries and regions.",[CLS],0.0
295,142,i love t bone steak ! it ' s the most popular steak in the us !,t bone steak,What is the most popular steak in the us?,The top sirloin is the most prized of these and is specifically marked for sale under that name.,the top sirloin,0.0
296,142,i love t bone steak ! it ' s the most popular steak in the us !,the most popular steak,What is t bone steak in the us?,The top sirloin is the most prized of these and is specifically marked for sale under that name.,the top sirloin,0.0
297,142,i love t bone steak ! it ' s the most popular steak in the us !,the us,Where is t bone steak the most popular?,The top sirloin is the most prized of these and is specifically marked for sale under that name.,[CLS],0.0
298,143,"colorado is located in wyoming , nebraska , kansas , and new mexico .",colorado,"What city is located in wyoming, nebraska, kansas and new mexico?","Colorado is bordered by Wyoming to the north, Nebraska to the northeast, Kansas to the east, Oklahoma to the southeast, New Mexico to the south, Utah to the west, and touches Arizona to the southwest at the Four Corners.",[CLS],0.0
299,143,"colorado is located in wyoming , nebraska , kansas , and new mexico .",nebraska,"Along with kansas and new mexico, what state has colorado?","Colorado is bordered by Wyoming to the north, Nebraska to the northeast, Kansas to the east, Oklahoma to the southeast, New Mexico to the south, Utah to the west, and touches Arizona to the southwest at the Four Corners.",oklahoma,0.0
300,143,"colorado is located in wyoming , nebraska , kansas , and new mexico .",kansas,"Along with nebraska and new mexico, where is colorado located?","Colorado is bordered by Wyoming to the north, Nebraska to the northeast, Kansas to the east, Oklahoma to the southeast, New Mexico to the south, Utah to the west, and touches Arizona to the southwest at the Four Corners.",[CLS],0.0
301,143,"colorado is located in wyoming , nebraska , kansas , and new mexico .",new mexico,"Colorado is located in wyoming, nebraska, kansas, and what other state?","Colorado is bordered by Wyoming to the north, Nebraska to the northeast, Kansas to the east, Oklahoma to the southeast, New Mexico to the south, Utah to the west, and touches Arizona to the southwest at the Four Corners.",oklahoma,0.0
302,144,yes they are ! they are usually depicted as white horses with long hooves and horns .,white horses,What are horses usually depicted as?,"In European folklore, the unicorn is often depicted as a white horse-like or goat-like animal with a long horn and cloven hooves (sometimes a goat's beard).",[CLS],0.0
303,144,yes they are ! they are usually depicted as white horses with long hooves and horns .,long hooves,What kind of hooves are white horses usually depicted as?,"In European folklore, the unicorn is often depicted as a white horse-like or goat-like animal with a long horn and cloven hooves (sometimes a goat's beard).",[CLS],0.0
304,144,yes they are ! they are usually depicted as white horses with long hooves and horns .,horns,"Along with long hooves, what do white horses usually have?","In European folklore, the unicorn is often depicted as a white horse-like or goat-like animal with a long horn and cloven hooves (sometimes a goat's beard).",[CLS],0.0
305,145,coffee is very acidic . it has stimulating effects on humans,coffee,What is very acidic?,Coffee is slightly acidic and has a stimulating effect on humans because of its caffeine content.,[CLS],0.0
306,145,coffee is very acidic . it has stimulating effects on humans,humans,What does coffee have stimulating effects on?,Coffee is slightly acidic and has a stimulating effect on humans because of its caffeine content.,humans,1.0
307,146,"i ' m not a big fan of their music , either . it started in 1963 when they broke up .",1963,When did the band break up?,"The phenomenon began in 1963 and continued past the group's break-up in 1970, despite the band ceasing public performances in 1966.",1970,0.0
308,147,that ' s great ! do you use msn or dial up ?,NO_Q,NO_Q,MSN Dial-up is an Internet service provider operated by Microsoft in the United States and formerly also in several other countries.,NO_Q,-1.0
309,148,i love tyrion too . it ' s an adaptation by george r r martin,george r r martin,Who adapted tyrion?,"It is an adaptation of ""A Song of Ice and Fire"", George R. R. Martin's series of fantasy novels, the first of which is ""A Game of Thrones"".",[CLS],0.0
310,149,have you ever read the title of the game of thrones ?,you,Who has ever read the title of the game of thrones?,"The title is a play on ""Gray's Anatomy"", a classic human anatomy textbook first published in 1858 in London and written by Henry Gray.",[CLS],0.0
